,safe,efficiency
94,100.0,5.265329999999992
95,100.0,5.674269999999993
96,100.0,5.666720000000012
97,100.0,5.282769999999999
98,100.0,4.364539999999991
99,100.0,3.3920600000000007
100,100.0,3.9129099999999966
101,100.0,5.55022000000001
102,100.0,8.50752
103,100.0,13.066820000000007
104,100.0,18.056380000000004
105,100.0,23.04294
106,100.0,27.44855000000001
107,100.0,30.333489999999998
108,100.0,31.86175999999999
109,100.0,32.98804000000001
110,94.0,33.42433
111,74.0,32.9588
112,54.0,33.63464000000002
113,34.0,34.82396
114,14.000000000000002,36.52911
115,100.0,38.63578000000001
116,100.0,41.03339
117,100.0,42.15055000000001
118,100.0,42.77515
119,100.0,43.26835
120,100.0,43.11593000000002
121,100.0,42.67723999999998
122,100.0,42.795199999999966
123,100.0,43.34447
124,100.0,43.26135999999997
125,100.0,43.26826999999997
126,100.0,43.771019999999965
127,100.0,44.07202000000001
128,100.0,43.99802999999997
129,100.0,44.307050000000004
130,100.0,45.47782000000001
131,100.0,46.15196000000003
132,100.0,47.551649999999995
133,100.0,49.030520000000024
134,100.0,50.14524
135,100.0,51.241210000000024
136,100.0,53.49540000000002
137,100.0,53.25369999999998
138,100.0,52.32265000000001
139,100.0,50.57934999999998
140,100.0,46.99318000000005
141,100.0,42.220680000000016
142,100.0,38.84917999999999
143,100.0,34.931869999999996
144,100.0,33.764030000000005
145,100.0,31.47676
146,100.0,27.536050000000003
147,100.0,22.793540000000007
148,100.0,18.200999999999993
149,100.0,13.565219999999997
150,100.0,10.198519999999988
151,100.0,8.455030000000008
152,100.0,6.469400000000007
153,100.0,4.676460000000006
154,100.0,3.2258599999999973
155,100.0,1.7782100000000014
156,100.0,0.38533999999999935
157,100.0,0.3489799999999974
158,100.0,2.5649999999999977
159,100.0,6.801729999999992
160,100.0,12.538020000000003
161,100.0,19.499260000000007
162,100.0,26.758439999999993
163,100.0,32.94054
164,100.0,37.84228999999999
165,100.0,41.847120000000004
166,100.0,44.79328000000001
167,100.0,46.41163
168,100.0,45.643879999999996
169,100.0,43.01641000000001
170,100.0,39.17487
171,100.0,35.07427000000001
172,100.0,31.629980000000018
173,100.0,29.05773000000002
174,100.0,27.921909999999997
175,100.0,27.69093000000001
176,100.0,26.545019999999994
177,100.0,25.109160000000003
178,100.0,24.717979999999983
179,100.0,24.150659999999988
180,100.0,24.05707000000001
181,100.0,25.38852
182,100.0,27.41357000000002
183,100.0,29.96965000000003
184,100.0,32.881790000000024
185,100.0,36.16563000000002
186,100.0,39.262350000000026
187,100.0,43.19425000000001
188,100.0,47.15672000000001
189,100.0,50.19929000000002
190,100.0,51.801710000000014
191,100.0,52.719539999999995
192,100.0,51.59448000000003
193,100.0,49.94525999999996
194,100.0,50.40339
195,100.0,51.10559000000001
196,100.0,52.46153999999996
197,100.0,54.78651000000002
198,100.0,56.02501000000001
199,100.0,55.97403000000003
200,100.0,33.99749
201,100.0,32.15067
202,100.0,29.10902
203,100.0,24.595129999999997
204,100.0,19.710840000000005
205,100.0,15.365679999999998
206,100.0,12.408299999999997
207,100.0,11.158619999999999
208,100.0,9.746260000000007
209,100.0,7.677520000000001
210,100.0,5.589550000000003
211,100.0,3.404359999999997
212,100.0,1.1281600000000083
213,100.0,0.4685400000000044
214,100.0,0.9071799999999968
215,100.0,3.268320000000003
216,100.0,7.168199999999999
217,100.0,12.19914
218,100.0,17.87911000000001
219,100.0,23.80931000000001
220,100.0,29.20331999999999
221,100.0,32.79683
222,100.0,35.72577000000001
223,100.0,38.02283999999999
224,100.0,39.78283000000002
225,100.0,40.298869999999994
226,100.0,40.908030000000025
227,100.0,40.419309999999996
228,100.0,39.460939999999994
229,100.0,37.41874999999999
230,100.0,35.53118999999998
231,100.0,33.674740000000014
232,100.0,32.070269999999994
233,100.0,30.471949999999993
234,100.0,28.920569999999998
235,100.0,27.05337
236,100.0,26.315910000000002
237,100.0,26.29226
238,100.0,27.330880000000008
239,100.0,29.709220000000016
240,100.0,32.51828000000003
241,100.0,35.56465000000003
242,100.0,38.63751000000002
243,100.0,40.95186000000001
244,100.0,42.91307999999998
245,100.0,44.92115000000001
246,100.0,47.09776999999997
247,100.0,48.62865999999997
248,100.0,50.071619999999996
249,100.0,50.391279999999995
250,100.0,49.77900999999997
251,100.0,48.36498
252,100.0,48.583439999999996
253,100.0,48.75785000000002
254,100.0,50.11692999999997
255,100.0,52.31520999999998
256,80.0,54.31324999999998
257,100.0,23.27796
258,100.0,23.84507
259,100.0,23.337760000000003
260,100.0,21.53497
261,100.0,18.821420000000003
262,100.0,15.796779999999998
263,100.0,12.8356
264,100.0,10.903269999999992
265,100.0,9.334409999999991
266,100.0,8.437899999999999
267,100.0,8.3583
268,100.0,8.638090000000005
269,100.0,9.115019999999987
270,100.0,9.80359
271,100.0,10.283190000000005
272,100.0,10.051190000000005
273,100.0,10.426879999999997
274,100.0,11.996629999999996
275,100.0,13.80032
276,100.0,16.77709999999999
277,100.0,20.547059999999988
278,100.0,23.824940000000012
279,100.0,26.252439999999993
280,100.0,28.366730000000004
281,100.0,29.51008999999999
282,100.0,30.062359999999984
283,100.0,30.751710000000003
284,100.0,30.75121999999999
285,100.0,31.51117000000002
286,100.0,31.23187999999999
287,100.0,30.468859999999978
288,100.0,29.372809999999987
289,100.0,29.04806000000002
290,100.0,27.801439999999985
291,100.0,27.445549999999997
292,100.0,27.415339999999986
293,100.0,27.795729999999992
294,100.0,28.83162999999999
295,100.0,30.90566000000001
296,100.0,33.31125
297,100.0,36.829909999999984
298,100.0,41.29638000000003
299,100.0,45.00641999999999
300,100.0,48.73120000000003
301,100.0,52.31226000000004
302,100.0,53.781499999999994
303,100.0,53.981449999999995
304,100.0,54.63706000000002
305,100.0,53.969600000000014
306,100.0,52.50322
307,100.0,50.466110000000015
308,100.0,46.39814999999999
309,100.0,41.14131000000003
310,100.0,36.78728000000001
311,100.0,34.11399
312,100.0,32.85263000000003
313,100.0,33.04853000000003
314,100.0,33.52769999999998
315,100.0,34.34675999999996
316,100.0,34.74890000000005
317,90.0,35.454740000000015
318,70.0,36.19453999999996
319,50.0,36.95531
320,100.0,16.574689999999997
321,100.0,18.598950000000002
322,100.0,20.832530000000006
323,100.0,21.738009999999996
324,100.0,19.13642999999999
325,100.0,15.571950000000001
326,100.0,12.05529
327,100.0,8.720280000000002
328,100.0,6.448369999999997
329,100.0,6.747450000000001
330,100.0,7.963610000000003
331,100.0,9.362300000000005
332,100.0,10.654899999999998
333,100.0,11.366550000000004
334,100.0,13.121559999999988
335,100.0,15.353380000000001
336,100.0,16.838889999999992
337,100.0,18.460940000000008
338,100.0,19.670140000000004
339,100.0,19.720330000000004
340,100.0,19.72689000000001
341,100.0,21.126430000000013
342,100.0,23.424849999999992
343,100.0,25.60508
344,100.0,28.18266
345,100.0,31.076850000000007
346,100.0,33.215689999999995
347,100.0,34.65714
348,100.0,37.43179999999998
349,100.0,39.877700000000004
350,100.0,41.40279000000001
351,100.0,42.75569999999999
352,100.0,43.53402999999997
353,100.0,42.925550000000015
354,100.0,42.99520000000001
355,100.0,42.86588999999998
356,100.0,41.591729999999984
357,100.0,40.01702
358,100.0,38.39784
359,100.0,35.37656000000004
360,100.0,32.74930999999998
361,100.0,30.250820000000004
362,100.0,27.731150000000014
363,100.0,25.630319999999983
364,100.0,24.19530000000003
365,100.0,22.82038
366,100.0,22.441239999999993
367,100.0,23.397070000000042
368,100.0,25.010189999999966
369,100.0,28.002219999999966
370,100.0,31.565200000000004
371,100.0,34.51087000000001
372,100.0,36.04689000000002
373,100.0,36.047109999999975
374,100.0,34.32977999999997
375,100.0,32.33051999999998
376,100.0,30.83008000000001
377,100.0,29.87665000000004
378,100.0,30.223899999999958
379,100.0,30.858540000000005
380,100.0,31.12987000000004
381,100.0,30.99317000000002
382,100.0,29.843039999999974
383,100.0,28.10897
384,100.0,26.05750999999998
385,100.0,24.150170000000003
386,100.0,22.711370000000045
387,98.0,22.33598999999998
388,78.0,22.30286000000001
389,57.99999999999999,23.500639999999976
390,100.0,18.614769999999993
391,100.0,19.657700000000006
392,100.0,20.72697
393,100.0,20.929399999999994
394,100.0,21.099909999999994
395,100.0,19.801509999999993
396,100.0,17.2303
397,100.0,13.489409999999992
398,100.0,9.525490000000005
399,100.0,6.05980000000001
400,100.0,4.73387000000001
401,100.0,4.582040000000006
402,100.0,5.647019999999998
403,100.0,7.1914799999999985
404,100.0,8.421239999999997
405,100.0,9.507170000000002
406,100.0,10.79782999999999
407,100.0,12.599159999999998
408,100.0,14.499139999999997
409,100.0,15.86412
410,100.0,16.78635
411,100.0,17.779779999999988
412,100.0,18.202690000000004
413,100.0,18.86675000000001
414,100.0,20.032560000000004
415,100.0,22.148889999999994
416,100.0,24.60767
417,100.0,26.785179999999997
418,100.0,28.632130000000018
419,100.0,31.644479999999987
420,100.0,34.83351000000002
421,100.0,37.63724000000002
422,100.0,40.043319999999994
423,100.0,42.24224000000001
424,100.0,43.20214999999999
425,100.0,42.93782999999999
426,100.0,42.29742999999999
427,100.0,41.90846000000002
428,100.0,41.65253999999999
429,100.0,40.2381
430,100.0,38.28056999999998
431,100.0,36.80093999999997
432,100.0,34.97906999999998
433,100.0,32.57096999999999
434,100.0,31.395449999999983
435,100.0,30.27319
436,100.0,28.083039999999983
437,100.0,26.35192999999998
438,100.0,24.809500000000014
439,100.0,23.442319999999995
440,100.0,23.859219999999993
441,100.0,25.642709999999965
442,100.0,28.751499999999965
443,100.0,31.894200000000012
444,100.0,34.665580000000034
445,100.0,36.315620000000024
446,100.0,36.88585999999998
447,100.0,35.27717000000001
448,100.0,33.69004000000001
449,100.0,32.225570000000005
450,100.0,31.098450000000014
451,100.0,30.935929999999985
452,100.0,31.192679999999996
453,100.0,31.19521000000003
454,100.0,31.068200000000047
455,100.0,29.67162000000002
456,100.0,27.89793000000003
457,100.0,26.191689999999994
458,100.0,24.763590000000022
459,100.0,23.75776000000002
460,100.0,24.274560000000008
461,100.0,25.335050000000024
462,100.0,38.94056
463,100.0,38.996
464,100.0,40.401250000000005
465,100.0,43.92948
466,100.0,48.581800000000015
467,100.0,52.69499999999999
468,100.0,55.11957000000001
469,100.0,56.963359999999994
470,100.0,58.35767000000001
471,100.0,60.394180000000006
472,100.0,62.06806
473,100.0,65.15647999999999
474,100.0,68.60946000000001
475,100.0,71.86755
476,100.0,75.18666999999996
477,100.0,78.51165
478,100.0,81.71113
479,100.0,84.85209
480,100.0,87.51481000000001
481,100.0,88.1223
482,100.0,88.90671000000003
483,90.0,90.28613000000001
484,70.0,90.56696
485,50.0,91.39413000000002
486,100.0,26.80503999999999
487,100.0,26.281080000000003
488,100.0,23.82479
489,100.0,21.883089999999996
490,100.0,19.787539999999993
491,100.0,16.757689999999997
492,100.0,13.391869999999997
493,100.0,10.53949
494,100.0,6.734390000000005
495,100.0,3.695830000000001
496,100.0,1.9924199999999956
497,100.0,2.4186600000000027
498,100.0,3.6619400000000013
499,100.0,4.761009999999999
500,100.0,5.146699999999996
501,100.0,5.0948999999999955
502,100.0,4.586099999999988
503,100.0,4.302129999999991
504,100.0,5.114239999999995
505,100.0,6.745259999999988
506,100.0,9.359120000000004
507,100.0,13.091840000000005
508,100.0,17.164209999999997
509,100.0,21.062240000000003
510,100.0,24.914289999999994
511,100.0,26.72945
512,100.0,27.335409999999996
513,100.0,27.749599999999987
514,100.0,28.00836000000001
515,100.0,28.31259
516,8.0,29.71726000000001
517,28.000000000000004,31.100139999999982
518,48.0,32.11535000000001
519,68.0,32.749060000000014
520,88.0,32.54752000000002
521,100.0,32.399190000000004
522,100.0,32.667699999999996
523,100.0,32.84089
524,100.0,32.53763000000001
525,100.0,31.27257
526,100.0,29.483179999999976
527,100.0,27.25958
528,100.0,24.86466999999999
529,100.0,23.058840000000004
530,100.0,23.538790000000006
531,100.0,25.330239999999975
532,100.0,27.94776999999999
533,100.0,30.885579999999976
534,100.0,34.64188999999999
535,100.0,38.16279
536,100.0,40.60764999999998
537,100.0,42.49865
538,100.0,45.04462000000001
539,100.0,48.01692000000003
540,100.0,49.69060999999999
541,100.0,51.20195000000001
542,100.0,52.56211999999999
543,100.0,52.49423999999999
544,100.0,51.321799999999996
545,100.0,51.771690000000035
546,100.0,51.90251000000001
547,100.0,52.603139999999996
548,94.0,53.813999999999965
549,74.0,54.67897999999997
550,100.0,20.877510000000008
551,100.0,20.488569999999996
552,100.0,20.113420000000005
553,100.0,19.692819999999998
554,100.0,17.67478
555,100.0,16.54526
556,100.0,15.484459999999999
557,100.0,13.798950000000005
558,100.0,12.507859999999994
559,100.0,11.9756
560,100.0,10.440840000000009
561,100.0,9.169070000000005
562,100.0,8.8917
563,100.0,10.462249999999997
564,100.0,12.888490000000004
565,100.0,14.616529999999997
566,100.0,17.83404999999999
567,100.0,22.03559
568,100.0,25.611230000000006
569,100.0,28.91816999999999
570,100.0,32.41862999999999
571,100.0,34.38177
572,100.0,35.11292999999999
573,100.0,34.45003
574,100.0,33.93356
575,100.0,33.98191
576,100.0,33.11843000000002
577,100.0,31.711739999999992
578,100.0,31.22905
579,100.0,29.867559999999997
580,100.0,28.82514999999998
581,100.0,28.696109999999976
582,100.0,28.9658
583,100.0,28.22541000000001
584,100.0,29.086810000000014
585,100.0,30.853560000000016
586,100.0,32.69659999999999
587,100.0,35.81985
588,100.0,40.06697999999997
589,100.0,43.50087000000002
590,100.0,46.47185000000002
591,100.0,48.996069999999975
592,100.0,50.36013000000003
593,100.0,51.45445000000001
594,100.0,53.28676999999999
595,100.0,53.41843
596,100.0,52.87304999999998
597,100.0,51.45294999999999
598,100.0,48.95803000000001
599,100.0,45.03530999999998
600,100.0,42.643610000000024
601,100.0,41.01731000000001
602,100.0,39.52978000000002
603,100.0,38.93575000000004
604,100.0,39.29362000000003
605,100.0,39.43281000000002
606,100.0,39.641099999999994
607,82.0,40.166390000000035
608,100.0,47.064730000000004
609,100.0,46.91824
610,100.0,47.558080000000004
611,100.0,49.17114999999998
612,100.0,50.923779999999994
613,100.0,52.09165
614,100.0,53.14742
615,100.0,55.06572
616,100.0,57.34446
617,100.0,60.1463
618,100.0,63.34295
619,100.0,66.68270000000001
620,100.0,69.59673999999998
621,100.0,73.11595000000003
622,100.0,75.89563999999999
623,100.0,79.25220999999999
624,100.0,82.87259
625,100.0,86.57002
626,100.0,89.07383000000004
627,100.0,90.85680000000002
628,100.0,92.71614
629,84.0,93.36705
630,64.0,93.54923000000002
631,100.0,30.025329999999997
632,100.0,25.41102
633,100.0,20.24351
634,100.0,14.70329000000001
635,100.0,9.355240000000009
636,100.0,6.9206199999999995
637,100.0,5.638959999999997
638,100.0,5.173469999999995
639,100.0,4.92747
640,100.0,4.546009999999995
641,100.0,4.006749999999997
642,100.0,4.217759999999998
643,100.0,5.401609999999991
644,100.0,7.014259999999993
645,100.0,10.007500000000007
646,100.0,14.045060000000007
647,100.0,18.23634
648,100.0,22.69426
649,100.0,27.39873999999999
650,100.0,30.766980000000018
651,100.0,32.840040000000016
652,100.0,33.91763999999999
653,100.0,33.892060000000015
654,100.0,33.01480999999998
655,100.0,32.48695000000001
656,100.0,32.699250000000006
657,100.0,33.49907999999999
658,100.0,34.28226999999998
659,100.0,35.521209999999996
660,100.0,36.376540000000006
661,100.0,37.337080000000014
662,100.0,38.07721999999998
663,100.0,38.17958999999999
664,100.0,38.17909
665,100.0,38.311240000000026
666,100.0,38.21215999999998
667,100.0,37.860240000000005
668,100.0,36.93263999999999
669,100.0,35.623639999999995
670,100.0,34.59596000000002
671,100.0,32.877700000000004
672,100.0,31.801230000000032
673,100.0,32.067999999999984
674,100.0,33.126689999999996
675,100.0,34.045770000000005
676,100.0,35.497510000000034
677,100.0,37.52878999999996
678,100.0,39.92802999999998
679,100.0,41.45125999999999
680,100.0,43.0376
681,100.0,44.37828999999999
682,100.0,44.64727999999997
683,100.0,44.34201999999999
684,100.0,44.644979999999975
685,82.0,45.37529000000001
686,62.0,46.023019999999974
687,42.0,46.180740000000014
688,22.0,46.01686999999998
689,2.0,45.217389999999966
690,100.0,44.067859999999996
691,100.0,20.795589999999997
692,100.0,15.257389999999994
693,100.0,9.829319999999996
694,100.0,7.0428
695,100.0,6.017070000000004
696,100.0,6.471709999999987
697,100.0,6.960660000000004
698,100.0,6.862489999999994
699,100.0,6.586439999999996
700,100.0,6.457589999999996
701,100.0,6.084519999999998
702,100.0,6.586089999999999
703,100.0,8.280960000000007
704,100.0,11.414289999999994
705,100.0,14.970590000000001
706,100.0,18.762879999999996
707,100.0,22.339100000000002
708,100.0,25.43117000000001
709,100.0,27.652069999999995
710,100.0,29.345420000000004
711,100.0,30.31107
712,100.0,31.41078999999999
713,100.0,32.30591
714,100.0,33.13114999999999
715,100.0,34.179850000000016
716,100.0,35.22015999999999
717,100.0,35.926109999999994
718,100.0,36.5403
719,100.0,36.723659999999995
720,100.0,36.36504000000002
721,100.0,35.471990000000005
722,100.0,34.85954000000001
723,100.0,33.84683000000001
724,100.0,32.73116000000002
725,100.0,32.94828000000001
726,100.0,33.85255999999998
727,100.0,34.61694
728,100.0,36.28766999999999
729,100.0,38.870049999999964
730,100.0,40.57157000000001
731,100.0,42.04851000000002
732,100.0,44.27925000000002
733,100.0,46.76615000000004
734,100.0,49.47311000000002
735,100.0,53.306370000000015
736,100.0,55.95302000000004
737,100.0,56.850179999999966
738,100.0,56.96899000000002
739,100.0,56.83458000000002
740,100.0,55.69078000000002
741,100.0,55.880169999999964
742,100.0,56.364919999999984
743,100.0,56.54109
744,82.0,56.36939000000001
745,62.0,56.252980000000036
746,100.0,31.254960000000004
747,100.0,27.03765
748,100.0,21.07936000000001
749,100.0,14.572890000000001
750,100.0,7.901859999999999
751,100.0,2.9654000000000025
752,100.0,0.7080700000000064
753,100.0,0.16039999999999566
754,100.0,0.3281999999999954
755,100.0,1.3366599999999949
756,100.0,2.443169999999995
757,100.0,3.7788599999999946
758,100.0,6.1851899999999915
759,100.0,9.638549999999995
760,100.0,13.565510000000003
761,100.0,18.432540000000003
762,100.0,24.11882
763,100.0,28.91729000000001
764,100.0,32.43957000000002
765,100.0,35.097869999999986
766,100.0,36.650099999999995
767,100.0,37.32319000000001
768,100.0,37.82991
769,100.0,38.281270000000006
770,100.0,38.77298999999999
771,100.0,39.017480000000006
772,100.0,38.88157000000001
773,100.0,38.56402
774,100.0,37.93645000000001
775,100.0,36.93020999999999
776,100.0,35.557109999999994
777,100.0,33.27714
778,100.0,31.882900000000006
779,100.0,30.996279999999985
780,100.0,30.662379999999985
781,100.0,30.976379999999978
782,100.0,32.50072
783,100.0,33.59058999999999
784,100.0,33.58857999999998
785,100.0,33.62872999999999
786,100.0,33.26763999999997
787,100.0,32.72455000000002
788,100.0,32.24221
789,100.0,32.18124
790,100.0,32.54828999999995
791,100.0,34.28797000000003
792,100.0,36.523630000000026
793,100.0,38.47330999999997
794,100.0,39.924649999999986
795,100.0,40.59773999999999
796,100.0,40.426390000000026
797,100.0,40.317769999999996
798,100.0,41.51164
799,100.0,43.30966999999998
800,100.0,45.032010000000014
801,100.0,46.94661000000002
802,100.0,48.213959999999986
803,88.0,48.24922000000004
804,68.0,48.033090000000016
805,100.0,22.498560000000005
806,100.0,22.005629999999996
807,100.0,20.286989999999996
808,100.0,18.37415
809,100.0,14.569050000000004
810,100.0,10.625010000000003
811,100.0,7.5893899999999945
812,100.0,6.219449999999995
813,100.0,5.299639999999997
814,100.0,6.229789999999994
815,100.0,6.846370000000007
816,100.0,7.076899999999995
817,100.0,7.296959999999999
818,100.0,7.100090000000009
819,100.0,6.801820000000006
820,100.0,6.616120000000009
821,100.0,6.220529999999997
822,100.0,5.705290000000005
823,100.0,5.700739999999996
824,100.0,7.377459999999999
825,100.0,9.53631
826,100.0,12.20469
827,100.0,13.692759999999993
828,100.0,15.03134
829,100.0,14.943750000000009
830,100.0,14.134600000000006
831,100.0,13.772480000000002
832,100.0,13.673360000000002
833,100.0,14.13533000000001
834,100.0,15.199069999999992
835,100.0,16.441729999999993
836,100.0,16.952550000000002
837,100.0,18.431910000000016
838,100.0,19.066370000000006
839,100.0,19.430790000000002
840,100.0,20.052969999999988
841,100.0,21.239679999999993
842,100.0,21.94636
843,100.0,22.407659999999993
844,100.0,22.857949999999988
845,100.0,22.881429999999995
846,100.0,22.42320000000001
847,100.0,22.43970999999999
848,100.0,22.99477999999999
849,100.0,23.210979999999978
850,4.0,23.22084000000001
851,24.0,23.693539999999985
852,44.0,24.154890000000023
853,64.0,24.02593999999999
854,84.0,24.415779999999984
855,100.0,24.8168
856,100.0,24.941180000000003
857,100.0,25.512139999999988
858,100.0,26.001869999999997
859,100.0,26.219769999999983
860,100.0,27.188799999999986
861,100.0,27.48089999999999
862,100.0,27.232530000000025
863,100.0,27.805139999999966
864,100.0,28.296640000000025
865,100.0,26.936339999999973
866,80.0,26.376750000000015
867,60.0,25.722489999999993
868,40.0,24.932360000000017
869,20.0,25.14453000000003
870,100.0,26.588419999999985
871,100.0,27.71401000000003
872,100.0,29.357669999999985
873,100.0,30.350220000000036
874,100.0,31.12705999999997
875,100.0,32.231439999999964
876,100.0,32.957960000000014
877,100.0,32.887249999999995
878,100.0,33.51483999999999
879,100.0,34.35725000000002
880,100.0,35.298670000000016
881,100.0,37.43035000000003
882,100.0,39.47278
883,100.0,40.22012000000001
884,100.0,40.814099999999996
885,100.0,41.63968999999997
886,100.0,41.21985000000001
887,100.0,40.78057000000001
888,100.0,48.572540000000004
889,100.0,49.036579999999994
890,100.0,49.05338999999999
891,100.0,50.20338000000001
892,100.0,51.82566
893,100.0,53.359669999999994
894,100.0,54.38401
895,100.0,55.31348000000001
896,100.0,56.35068000000001
897,100.0,57.720489999999984
898,100.0,60.83502999999999
899,100.0,64.97713000000002
900,100.0,69.61891
901,100.0,74.40986000000001
902,100.0,78.49931000000001
903,100.0,81.28948
904,100.0,83.87721000000002
905,100.0,86.44801000000001
906,100.0,88.57132000000001
907,100.0,90.47022999999996
908,100.0,93.64371
909,94.0,96.01698000000005
910,74.0,96.41970000000003
911,100.0,34.88741
912,100.0,31.967529999999996
913,100.0,26.90361
914,100.0,20.046270000000007
915,100.0,13.584690000000009
916,100.0,10.19041
917,100.0,7.197729999999993
918,100.0,4.313659999999999
919,100.0,2.7968699999999984
920,100.0,1.3279500000000013
921,100.0,0.16536000000000683
922,100.0,0.0
923,100.0,0.3253700000000066
924,100.0,1.4895700000000005
925,100.0,4.293750000000003
926,100.0,8.237610000000004
927,100.0,13.6177
928,100.0,19.86323
929,100.0,26.040890000000005
930,100.0,30.479470000000006
931,100.0,33.86631
932,100.0,35.82572999999999
933,100.0,37.075829999999996
934,100.0,37.94558000000001
935,100.0,38.60378
936,100.0,39.36963
937,100.0,40.07585
938,100.0,40.283919999999995
939,100.0,39.51483999999999
940,100.0,39.12804
941,100.0,38.70174
942,100.0,37.92381
943,100.0,36.732050000000015
944,100.0,36.17672000000002
945,100.0,35.958439999999996
946,100.0,35.05238
947,100.0,33.302569999999974
948,100.0,31.16556
949,100.0,28.571390000000008
950,100.0,25.431219999999996
951,100.0,22.392230000000012
952,100.0,19.895860000000027
953,100.0,18.198399999999992
954,100.0,16.75141000000002
955,100.0,15.533039999999971
956,100.0,14.959499999999991
957,100.0,14.902620000000013
958,100.0,14.901319999999998
959,100.0,14.901400000000024
960,100.0,14.90143999999998
961,100.0,14.903639999999996
962,100.0,15.070359999999994
963,100.0,16.255359999999996
964,100.0,18.025609999999972
965,100.0,21.900090000000034
966,100.0,27.005049999999983
967,100.0,31.344420000000014
968,100.0,34.66655000000003
969,100.0,38.21380000000005
970,100.0,40.33023000000003
971,100.0,40.87329
972,100.0,42.06212999999997
973,100.0,43.57949000000002
974,100.0,43.02859999999998
975,100.0,41.33529000000004
976,100.0,40.35594000000003
977,100.0,38.743179999999995
978,94.0,36.638900000000035
979,74.0,35.522820000000024
980,54.0,35.62115
981,100.0,10.875589999999995
982,100.0,8.519440000000003
983,100.0,8.457859999999997
984,100.0,8.457320000000003
985,100.0,8.454930000000004
986,100.0,8.45496
987,100.0,8.45496
988,100.0,8.470739999999992
989,100.0,8.613410000000002
990,100.0,9.177139999999994
991,100.0,9.86188
992,100.0,11.049969999999988
993,100.0,13.653950000000009
994,100.0,16.377579999999995
995,100.0,19.307429999999997
996,100.0,22.799989999999994
997,100.0,27.047539999999998
998,100.0,29.08525999999999
999,100.0,30.019329999999997
1000,100.0,31.28909999999999
1001,100.0,31.963300000000004
1002,100.0,31.10683999999999
1003,100.0,31.700009999999992
1004,100.0,33.578040000000016
1005,100.0,34.53751
1006,100.0,35.81369000000001
1007,100.0,37.483779999999996
1008,100.0,38.308930000000004
1009,100.0,39.555139999999994
1010,100.0,40.78772000000001
1011,100.0,41.86554000000001
1012,100.0,41.721630000000005
1013,100.0,41.34904
1014,100.0,39.75883999999999
1015,100.0,37.98517000000001
1016,100.0,36.04674
1017,100.0,35.19937999999999
1018,100.0,34.27955
1019,100.0,33.66270000000003
1020,100.0,33.38510000000002
1021,100.0,32.64540000000005
1022,100.0,31.780190000000005
1023,100.0,31.34163000000001
1024,100.0,30.794429999999977
1025,100.0,29.972200000000043
1026,100.0,29.762129999999956
1027,100.0,30.13141999999999
1028,100.0,30.739829999999984
1029,100.0,30.87059000000005
